Country Name,year,population,renewables_production,solar_electricity_generation_twh,wind_electricity_generation_twh,hydro_electricity_generation_twh,other_renewables_electricity_generation_twh,co2_per_capita,gdp_per_capita,renewables_production_per_capita,solar_per_capita,wind_per_capita,hydro_per_capita,other_renewables_per_capita,log_gdp_per_capita,log_renewables_production_per_capita,log_hydro_per_capita
Netherlands,2019,17344874.0,22.803191,5.399406,11.507927,0.074182,5.821676,8.691241,62345.2538465432,1.314693378573981e-06,3.1129692841815975e-07,6.634771172163027e-07,4.276883187505427e-09,3.356424497520132e-07,11.04045886664947,1.3146925143653986e-06,4.276883178359562e-09
Norway,2019,5347896.0,131.172585,0.10502,5.525,125.28956,0.253005,8.002147,70939.6055180362,2.4527886293974302e-05,1.9637629452779187e-08,1.0331165751914398e-06,2.342782282976333e-05,4.730925956675298e-08,11.169598263927444,2.4527585490289983e-05,2.3427548402608208e-05
New Zealand,2019,4979200.0,36.9642066,0.1280492,2.2556674,25.598652,8.981838,7.3620214,45163.6964269884,7.42372401188946e-06,2.5716821979434448e-08,4.5301803502570696e-07,5.141117448586118e-06,1.8038717062982006e-06,10.718071008139644,7.423696456186735e-06,5.141104233087103e-06
Oman,2019,4591241.0,0.025255,0.016555,0.0087,0.0,0.0,15.622156,37250.6110788359,5.5006914252595325e-09,3.605778916854942e-09,1.89491250840459e-09,0.0,0.0,10.52545047331098,5.500691410130729e-09,0.0
Pakistan,2019,230800899.0,40.60275566,0.7002348,3.1482446,36.136223,0.61805326,0.8995737,5037.53401559745,1.7592113304549997e-07,3.033934456208509e-09,1.3640521391556624e-08,1.5656881388490605e-07,2.6778633128287775e-09,8.524870448833413,1.7592111757137926e-07,1.5656880162801058e-07
Peru,2019,32449303.0,34.40461112,0.8329,1.655,31.4621,0.45461112,1.7986559,13563.5372933551,1.0602573226303196e-06,2.5667731599658704e-08,5.100263632781265e-08,9.695770661083228e-07,1.4009888594525434e-08,9.515214114179901,1.0602567605579219e-06,9.695765960687831e-07
Philippines,2019,110804683.0,22.0625487,1.2461007,1.04166,8.043641,11.731147,1.2953051,8924.10116416604,1.9911206009226163e-07,1.1245920896682678e-08,9.400866207071772e-09,7.259296973937464e-08,1.0587230324913253e-07,9.096622941504165,1.9911204026945804e-07,7.259296710450513e-08
Poland,2019,37965475.0,25.458832,0.710673,15.106759,1.958416,7.682984,8.311783,35882.3655065553,6.705785190360453e-07,1.8718928184093576e-08,3.9790780966127776e-07,5.158413005500392e-08,2.0236765113567e-07,10.488029110730276,6.705782941983707e-07,5.158412872454273e-08
Portugal,2019,10286263.0,27.405,1.342,13.667,8.818,3.578,4.600439,37865.5603564297,2.6642328705770017e-06,1.30465262262884e-07,1.3286652305118001e-06,8.572598231252691e-07,3.478425546770484e-07,10.541823689108485,2.664229321514911e-06,8.572594556782769e-07
Qatar,2019,2638657.0,0.125939,0.008364,0.0,0.0,0.117575,36.105545,107502.469792021,4.772844670603265e-08,3.169794330979737e-09,0.0,0.0,4.455865237505291e-08,11.585278403164038,4.772844556703037e-08,0.0
Romania,2019,19371648.0,24.636065,1.778,6.773,15.580921,0.504144,3.9205754,33638.6859861276,1.2717588611975605e-06,9.178362109408555e-08,3.4963468260418524e-07,8.043157195505514e-07,2.6024837948738282e-08,10.4234617795049,1.2717580525129455e-06,8.043153960888365e-07
Russian Federation,2019,145453291.0,196.214549,0.98505,0.31481,194.37614,0.538549,11.635815,30963.853515625,1.3489866585418133e-06,6.772277156657803e-09,2.1643374160575026e-09,1.336347487661864e-06,3.7025563072340528e-09,10.340608082717504,1.348985748660129e-06,1.3363465947503554e-06
Saudi Arabia,2019,30063799.0,0.21243062,0.20673662,0.005694,0.0,0.0,21.579525,56188.1951827363,7.065993888530189e-09,6.87659666697479e-09,1.8939722155539957e-10,0.0,0.0,10.936479760863184,7.065993863566054e-09,0.0
Singapore,2019,5703569.0,0.95489589,0.19461899,0.0,0.0,0.7602769,8.642737,105542.413613949,1.6742076583977506e-07,3.4122317096540777e-08,0.0,0.0,1.332984487432343e-07,11.566877650703688,1.674207518249202e-07,0.0
Slovenia,2019,2088385.0,5.044796,0.303039,0.00615,4.479395,0.256212,6.738732,42373.2506369279,2.4156446249135097e-06,1.451068648740534e-07,2.9448593051568556e-09,2.1449086255647307e-06,1.2268427516956883e-07,10.654296160442088,2.4156417072487312e-06,2.1449063252515137e-06
Sweden,2019,10278887.0,98.842794,0.663,19.846584,65.29721,13.036,3.9724972,57046.4463076951,9.616098902536821e-06,6.450114686541452e-08,1.9308106023541266e-06,6.352556458690518e-06,1.2682306946267626e-06,10.951638591934197,9.616052668154166e-06,6.35253628128919e-06
Thailand,2019,71522271.0,27.712383000000003,5.146,3.67,6.309958,12.586425,3.9411173,19963.3918407099,3.874650876228469e-07,7.194961692421651e-08,5.131268832333358e-08,8.822368070499328e-08,1.759791016703035e-07,9.901705557761638,3.874650125582693e-07,8.822367681328459e-08
Turkmenistan,2019,6803944.0,0.010114,0.00696,0.0,0.003154,0.0,9.285526,15477.7237643978,1.4864907765260855e-09,1.0229361088215894e-09,0.0,4.6355466770449613e-10,0.0,9.647221699584662,1.4864907754212582e-09,4.635546675970547e-10
Trinidad and Tobago,2019,1363985.0,0.006255,0.006228,2.7e-05,0.0,0.0,27.466105,29687.7990986059,4.585827556754656e-09,4.566032617660752e-09,1.9794939093904992e-11,0.0,0.0,10.298525118930531,4.5858275462397496e-09,0.0
Turkey,2019,82579440.0,132.277775,9.249828,21.730713,88.82278,12.474454,4.7177076,28461.1778708152,1.601824558267772e-06,1.1201127060198036e-07,2.6314919306791135e-07,1.075604048659085e-06,1.5106004593879542e-07,10.256331392637865,1.6018232753481842e-06,1.075603470197465e-06
Ukraine,2019,44957458.0,11.8682,2.9328,2.0202,6.5083,0.4069,4.9367437,14217.486328125,2.6398734554787327e-07,6.523500505744786e-08,4.49358146539335e-08,1.4476574720928394e-07,9.05077862720797e-09,9.562298251005375,2.639873107032201e-07,1.447657367307242e-07
United States,2019,328329953.0,769.1331299999999,107.97374,298.8712,285.46765,76.82054,15.578155,65604.6815198737,2.342561569458757e-06,3.288574161858452e-07,9.102769859075269e-07,8.694535706889953e-07,2.3397359667638973e-07,11.091417579716538,2.3425588256656885e-06,8.694531927144586e-07
Uzbekistan,2019,32964701.0,6.48441,0.006827,0.0155,6.462083,0.0,3.2892537,8544.08026729718,1.9670768438033154e-07,2.0710031618366567e-10,4.701999268854281e-10,1.9603038413726246e-07,0.0,9.05311098898681,1.9670766503337754e-07,1.9603036492330923e-07
World,2019,7776892015.0,7034.98809,705.46893,1421.3763,4243.124,665.01886,4.7500806,17962.5423938,9.046014881563197e-07,9.071347893725383e-08,1.8276919587650978e-07,5.456066500365313e-07,8.551216330602477e-08,9.796099560369479,9.046010790046402e-07,5.456065011932771e-07
South Africa,2019,59587885.0,12.706139999999998,4.903,6.632,0.741,0.43014,7.7887363,13361.4851289112,2.1323361283925413e-07,8.228182624706347e-08,1.1129779148899142e-07,1.243541367511198e-08,7.21858142808727e-09,9.500206442435484,2.1323359010497053e-07,1.2435413597792223e-08
United Arab Emirates,2020,9401038.0,5.185365999999999,5.184466,0.0,0.0,0.0009,23.006842,65352.8344194961,5.515737730237873e-07,5.514780389144263e-07,0.0,0.0,9.573410936111522e-11,11.087571392457233,5.515736209070296e-07,0.0
Argentina,2020,45191965.0,36.6242238,1.344358,9.410639,23.6697,2.1995268,3.65377,22393.3479575353,8.104145017814562e-07,2.974772174655384e-08,2.08236995226917e-07,5.237590354834095e-07,4.867074932457573e-08,10.016563882679929,8.104141733958013e-07,5.237588983216937e-07
Australia,2020,25649248.0,64.2828142,23.844542,22.606892,14.420956,3.4104242,15.506062,53984.1246979075,2.5062260772713494e-06,9.296390287933588e-07,8.81386152139821e-07,5.622369903398338e-07,1.3296390599833571e-07,10.896463819040711,2.5062229366920213e-06,5.622368322846764e-07
Austria,2020,8916864.0,55.4336322,2.042934,6.7915306,41.99803,4.6011376,6.9693084,58523.0337816244,6.216718366457086e-06,2.2910902308255455e-07,7.616501272196144e-07,4.709955203982028e-06,5.160040121728895e-07,10.97719278272474,6.216699042743549e-06,4.709944112177844e-06
Azerbaijan,2020,10093121.0,1.3129,0.047,0.0961,1.0695,0.1003,3.5586586,15163.5703327282,1.300786941918164e-07,4.656636931232668e-09,9.521336363648073e-09,1.0596325953092208e-07,9.937461366013546e-09,9.626717086897575,1.3007868573158376e-07,1.059632539168163e-07
Belgium,2020,11538604.0,23.4663,5.1122,12.8186,0.2669,5.2686,7.9053583,56120.0958420466,2.033720890326074e-06,4.4305186311966333e-07,1.1109316170309684e-06,2.3131047741997214e-08,4.566063624334452e-07,10.93526706079066,2.033718822318548e-06,2.3131047474474534e-08
Bangladesh,2020,166298024.0,1.168533621,0.458908,0.005094921,0.7006707,0.00386,0.57399553,6640.58437331062,7.026743871592845e-09,2.7595517310536413e-09,3.0637291276533746e-11,4.21334350912071e-09,2.3211340141961038e-11,8.801105824445884,7.026743846905281e-09,4.213343500244578e-09
Bulgaria,2020,6934015.0,7.46559,1.46872,1.477131,2.820398,1.699341,5.285019,25863.2195494549,1.0766619339588969e-06,2.118137904230089e-07,2.1302679616355025e-07,4.067481826906922e-07,2.450731646816455e-07,10.160615807981014,1.0766613543588527e-06,4.0674809996867254e-07
Belarus,2020,9379952.0,1.023,0.17,0.185,0.4,0.268,6.315496,24872.3398993711,1.0906239179049103e-07,1.8123760121586977e-08,1.9722915426432884e-08,4.2644141462557595e-08,2.857157477991359e-08,10.121551822086008,1.090623858431888e-07,4.264414055329622e-08
Brazil,2020,208660842.0,522.922095,10.748342,57.050705,396.3812,58.741848,2.1336453,16101.618305077,2.5060863839512352e-06,5.1511064064430446e-08,2.734135664994585e-07,1.8996434414848185e-06,2.8151831190252743e-07,9.686737165394646,2.5060832437219998e-06,1.8996416371645011e-06
Canada,2020,38028638.0,436.599808,4.280405,35.76448,386.54474,10.010183,13.795024,48590.6832121939,1.1480816325843697e-05,1.1255741002346705e-07,9.404617646311709e-07,1.0164569659318328e-05,2.632274918707317e-07,10.791207667923521,1.1480750421776365e-05,1.0164518000430208e-05
Switzerland,2020,8638167.0,42.17548600000001,2.599,0.145,37.463486,1.968,3.9613538,72997.8239503282,4.882457817729156e-06,3.0087401644353486e-07,1.678596859727301e-08,4.336971720968118e-06,2.2782611172022954e-07,11.19819860973128,4.882445898570782e-06,4.336962316333455e-06
Chile,2020,19370624.0,42.08993100000001,7.6148434,5.6023026,21.720932,7.151853,4.1391754,25350.8635082972,2.1728742966669532e-06,3.931129632168793e-07,2.8921642379718896e-07,1.1213336235322106e-06,3.6921128612067426e-07,10.140607517492947,2.1728719359790184e-06,1.121332994838133e-06
China,2020,1411100000.0,2184.93456,261.1,466.5,1321.709,135.62556,7.6471825,17891.4802869971,1.5483910141024733e-06,1.850329530153781e-07,3.3059315427680534e-07,9.366515484373894e-07,9.611335837290057e-08,9.792135807865442,1.5483898153463444e-06,9.366511097796017e-07
Colombia,2020,50629997.0,52.858927,0.1908,0.01012,49.83735,2.820657,1.7723011,15519.2101694656,1.0440239014827515e-06,3.768516913007125e-09,1.9988150502951837e-10,9.843443206208367e-07,5.571118244387809e-08,9.64989833549253,1.0440233564901772e-06,9.843438361542837e-07
Cyprus,2020,1302247.0,0.5966480000000001,0.295608,0.240408,0.0,0.060632,5.3869967,43353.875,4.5816807410575723e-07,2.2699841120770483e-07,1.846101392439376e-07,0.0,4.655952365411477e-08,10.677174432633306,4.581679691467972e-07,0.0
Czechia,2020,10697858.0,10.2935934,2.2372687,0.6990835,2.1442552,5.212986,8.689388,44839.4822099456,9.622106967581736e-07,2.091323982801043e-07,6.53479883543042e-08,2.0043780726945524e-07,4.872925028543097e-07,10.710866631141332,9.62210233833758e-07,2.0043778718180065e-07
Germany,2020,83160871.0,251.08132,49.496,132.102,18.322,51.16132,7.752807,58685.8726997709,3.019224269548596e-06,5.951837613629612e-07,1.5885115007994565e-06,2.20319962738245e-07,6.152090446479331e-07,10.979971347071698,3.019219711700175e-06,2.203199384678056e-07
Denmark,2020,5831404.0,23.446867,1.180532,16.330214,0.017064,5.919057,4.8519464,62682.2899474389,4.020792762772053e-06,2.024438711500695e-07,2.800391466617645e-06,2.9262249708646493e-09,1.0150312000334738e-06,11.045850183086111,4.0207846794065e-06,2.9262249665832526e-09
Algeria,2020,44042091.0,0.7423000000000001,0.685,0.0077,0.0496,0.0,3.8185754,12676.5130564294,1.6854331462146066e-08,1.55533033161391e-08,1.7483275260477529e-10,1.1261953934021887e-09,0.0,9.447585077558559,1.6854331320111823e-08,1.1261953927680307e-09
Ecuador,2020,17546065.0,24.9187,0.03776,0.0771,24.33326,0.47058,1.8756075,11526.8011806884,1.4201873753459823e-06,2.1520494766205416e-09,4.39414763367171e-09,1.386821489604649e-06,2.6819688631040635e-08,9.35251689088667,1.4201863668808464e-06,1.386820527968616e-06
Spain,2020,47365655.0,113.754783,20.667141,56.443676,30.506727,6.137239,4.4430604,39322.6743086402,2.401630105189087e-06,4.363317893524327e-07,1.1916583017800557e-06,6.440685133563549e-07,1.2957150070024368e-07,10.579582016198428,2.401627221280123e-06,6.44068305944319e-07
Estonia,2020,1329522.0,2.9704999999999995,0.245,0.844,0.03,1.8515,6.917965,40672.1340402132,2.2342616368890467e-06,1.8427675510446612e-07,6.348146175843649e-07,2.2564500625036666e-08,1.3926057635751797e-06,10.613323056178489,2.2342591409302336e-06,2.2564500370458326e-08
Finland,2020,5529543.0,35.92734,0.218471,8.255676,15.883341,11.569852,6.8179035,53296.5792798852,6.4973434513485115e-06,3.9509775039275395e-08,1.4930123520153472e-06,2.872450942148384e-06,2.0923703821455046e-06,10.88364619223485,6.4973223437039774e-06,2.872446816669076e-06
France,2020,67601110.0,123.163002,12.716188,39.930534,61.703796,8.812484,4.25596,49481.8044309652,1.8219079834635853e-06,1.8810620121474338e-07,5.906786737673391e-07,9.127630596598192e-07,1.3036004882168355e-07,10.809380502971528,1.821906323791251e-06,9.127626430918711e-07
United Kingdom,2020,67081234.0,134.27859999999998,12.504,75.3798,6.8687,39.5261,4.844164,47987.5832915072,2.0017312144257808e-06,1.864008643609627e-07,1.123709203083533e-06,1.0239376335861681e-07,5.892273836226686e-07,10.778718413506084,2.001729210964527e-06,1.0239375811637578e-07
Greece,2020,10698599.0,17.554199,4.446854,9.310104,3.343687,0.453554,5.192684,29533.087740299,1.6407941824906234e-06,4.156482545050992e-07,8.702171190826015e-07,3.125350337927424e-07,4.239377511018032e-08,10.29330039185273,1.6407928363893212e-06,3.1253498495367893e-07
Croatia,2020,3914206.0,8.5506,0.0955,1.7207,5.6624,1.072,4.2696104,31595.874270133,2.184504341365784e-06,2.4398307089611533e-08,4.3960384302716817e-07,1.4466280006724224e-06,2.7387419057658185e-07,10.360813479180422,2.18450195533965e-06,1.4466269543071454e-06
Hungary,2020,9750149.0,5.529,2.459,0.655,0.244,2.171,4.8318176,35029.9132233256,5.670682571107375e-07,2.5220127405232473e-07,6.717846055480794e-08,2.502525858835593e-08,2.2266326391524887e-07,10.46398618560124,5.670680963275942e-07,2.5025258275224153e-08
Indonesia,2020,274814866.0,52.90147,0.17097,0.475,24.325,27.9305,2.213211,11729.3674458448,1.924985746586213e-07,6.22127916471593e-10,1.7284363357548494e-09,8.851413445734045e-08,1.0163387594905437e-07,9.369936266463355,1.9249855613077306e-07,8.851413053996467e-08
India,2020,1402617695.0,315.67,58.683468,60.427402,163.70375,32.85538,1.7264521,6966.27542785911,2.2505776244324367e-07,4.183853391354798e-08,4.308187627705638e-08,1.1671302207548438e-07,2.3424330177154934e-08,8.848979527456555,2.2505773711774925e-07,1.1671301526452015e-07
Ireland,2020,4985382.0,13.459019,0.053171,11.54942,0.932655,0.923773,7.0494823,98866.4191423814,2.6996966330764622e-06,1.0665381308794391e-08,2.31665697834188e-06,1.870779410685079e-07,1.8529633235727972e-07,11.501535031004217,2.6996929889020657e-06,1.8707792356943205e-07
Iraq,2020,42116605.0,4.5392046200000005,0.37757662,0.0,4.161628,0.0,3.825463,10573.9304750715,1.0777707794823445e-07,8.965029826122024e-09,0.0,9.881204812211241e-08,0.0,9.266241429431544,1.077770721402856e-07,9.881204324020231e-08
Iceland,2020,366463.0,19.1242346,0.0,0.0066603,13.156972,5.9606023,9.113012,55796.7454667634,5.2185990400122254e-05,0.0,1.817454968168683e-08,3.590259316765949e-05,1.626522268278107e-05,10.929488743731701,5.218462875869743e-05,3.59019486849871e-05
Israel,2020,9215100.0,4.366600001000001,4.163,0.062380433,0.023913568,0.117306,6.7220626,41051.0225268553,4.73852698397196e-07,4.5175852676585174e-07,6.769371249362459e-09,2.5950416164773037e-09,1.2729758765504442e-08,10.622595383504986,4.738525861290416e-07,2.595041613110183e-09
Italy,2020,59438851.0,116.996823,24.9415,18.7616,47.633823,25.6599,5.0507216,44435.6434393527,1.968356067313616e-06,4.1961611943003407e-07,3.156454016919002e-07,8.013920558457632e-07,4.317024903459187e-07,10.701819710733439,1.9683541301033545e-06,8.013917347313212e-07
Japan,2020,126261000.0,193.031151,75.92077,8.405158,78.33218,30.373043,8.237897,42438.44646009,1.5288264072041248e-06,6.013002431471317e-07,6.656970877784906e-08,6.203988563372696e-07,2.405575989418744e-07,10.65583354976091,1.5288252385502243e-06,6.203986638899787e-07
Kazakhstan,2020,19482117.0,11.932304,1.2374698,1.0286614,9.659646,0.0065268,13.113933,29039.8229624509,6.124747120654291e-07,6.351824085647366e-08,5.280028859286699e-08,4.958211676893225e-07,3.3501492676591566e-10,10.276457807464565,6.124745245028693e-07,4.95821044770048e-07
Kuwait,2020,4400267.0,0.06346538,0.05869838,0.004767,0.0,0.0,21.73922,41461.7235103219,1.442307478159848e-08,1.3339731429933684e-08,1.0833433516647969e-09,0.0,0.0,10.632550073902747,1.442307467758594e-08,0.0
Sri Lanka,2020,21919000.0,6.2455,0.8192,0.3502,4.9763,0.0998,0.91415465,12940.9045057722,2.8493544413522516e-07,3.737396779050139e-08,1.597700625028514e-08,2.270313426707423e-07,4.553127423696337e-09,9.468225736960118,2.8493540354112923e-07,2.2703131689913092e-07
Lithuania,2020,2794885.0,2.5751,0.1288,1.5517,0.3005,0.5941,4.851269,41491.3281824274,9.213617018231519e-07,4.608418593251601e-08,5.551927896854433e-07,1.075178406267163e-07,2.125668855784764e-07,10.633263826055467,9.213612773697198e-07,1.0751783484667369e-07
Luxembourg,2020,630419.0,0.976288,0.161261,0.351135,0.091602,0.37229,12.806264,122114.101599326,1.5486335278600424e-06,2.557997141583613e-07,5.5698670249469e-07,1.453033617324351e-07,5.905437494745558e-07,11.712719334672943,1.5486323287283785e-06,1.4530335117590266e-07
Latvia,2020,1900449.0,3.649529,0.004847,0.176842,2.603042,0.864798,3.6810806,32741.4207691987,1.9203509275965838e-06,2.550449919992591e-09,9.30527470087332e-08,1.3696984238987734e-06,4.5504930676908454e-07,10.396426787385366,1.9203490837251016e-06,1.3696974858627436e-06
Morocco,2020,36584208.0,6.979361760000001,1.5198336,4.591891,0.86763716,0.0,1.7648122,7704.84912109375,1.9077525909539986e-07,4.154343316657285e-08,1.2551565965293003e-07,2.3716166275896967e-08,0.0,8.949734945587954,1.9077524089780242e-07,2.37161659946687e-08
Mexico,2020,126799054.0,69.3652804,15.83562,19.70289,26.81701,7.0097604,3.3828366,19354.1248698208,5.470488794025231e-07,1.248875247917859e-07,1.553867270965602e-07,2.1149219299380576e-07,5.528243452037111e-08,9.870712514544582,5.470487297713395e-07,2.1149217062933508e-07
North Macedonia,2020,1856124.0,1.475487914,0.024161914,0.116885,1.277143,0.057298,3.718851,19962.1507881394,7.949296027636084e-07,1.301740293213169e-08,6.297262467378258e-08,6.88069870331939e-07,3.086970482575518e-08,9.901643392524852,7.949292868072391e-07,6.880696336119744e-07
Malaysia,2020,33889558.0,30.592,2.059,0.0,27.299,1.234,7.7663965,27474.7361378236,9.026969310133817e-07,6.075617746327645e-08,0.0,8.055283577319007e-07,3.641239581820453e-08,10.221058571918304,9.026965235827523e-07,8.055280332941074e-07
North America,2020,369619953.0,1343.14356,153.73737,398.93707,697.90967,92.55945,9.808968,62787.2603644221,3.633850253749694e-06,4.1593363332309065e-07,1.0793169220493894e-06,1.8881818049470938e-06,2.5041789343012007e-07,11.047523398109156,3.6338436513318555e-06,1.8881800223340735e-06
Netherlands,2020,17441500.0,32.729486,8.567013,15.277726,0.046066,8.838681,7.7491956,62596.6302027524,1.8765293122724536e-06,4.911855631683054e-07,8.759410601152424e-07,2.641171917552963e-09,5.067615170713528e-07,11.044482700185563,1.8765275515935264e-06,2.641171914065068e-09
Norway,2020,5379475.0,151.2082915,0.1336815,9.911,140.9238,0.23981,7.664853,67110.60457055,2.81083733078042e-05,2.4850287435112162e-08,1.8423730940286923e-06,2.6196571226746105e-05,4.4578699594291264e-08,11.114112252426134,2.8107978274881665e-05,2.6196228102566527e-05
New Zealand,2020,5090200.0,35.748321919999995,0.16119522,2.3052657,24.266592,9.015269,6.710805,45283.4680496217,7.022970005107853e-06,3.166775765195867e-08,4.528831283643079e-07,4.767316019016935e-06,1.7711031000746533e-06,10.720719384016453,7.022945344169469e-06,4.767304655402038e-06
Oman,2020,4522497.0,0.159962,0.055662,0.1043,0.0,0.0,15.174401,35163.3281781415,3.5370283274925334e-08,1.230780252590549e-08,2.3062480749019846e-08,0.0,0.0,10.467787443715071,3.537028264939688e-08,0.0
Pakistan,2020,235001746.0,44.0635779,0.7099004,2.7321582,39.98724,0.6342793,0.98192537,5048.0213062963,1.8750319369967573e-07,3.0208303218308853e-09,1.1626118726794482e-08,1.701572038532854e-07,2.6990407977649663e-09,8.52694970275421,1.8750317612095412e-07,1.7015718937655004e-07
Peru,2020,32838579.0,33.608704,0.8556,1.814102,30.5103,0.428702,1.4289497,12563.3038060893,1.0234518369384985e-06,2.6054720577281985e-08,5.5243011580982235e-08,9.29099276798792e-07,1.3054827981442195e-08,9.43861504104824,1.0234513132120245e-06,9.290988451863263e-07
Philippines,2020,112081264.0,21.6558572,1.3726242,1.02645,7.238952,12.017831,1.1797879,8238.36802037452,1.932156760830249e-07,1.2246687367836965e-08,9.158087296374532e-09,6.458663778095865e-08,1.0722426363785476e-07,9.016678923405696,1.9321565741687854e-07,6.458663569524184e-08
Poland,2020,37899070.0,28.226562,1.957916,15.800049,2.118337,8.35026,7.92311,36714.1686660424,7.447824445296416e-07,5.166132044928807e-08,4.1689806636416144e-07,5.589416837932962e-08,2.2032888933686236e-07,10.510945263802501,7.447821671793345e-07,5.589416681725065e-08
Portugal,2020,10297081.0,30.1054706,1.7155896,12.298664,12.082581,4.008636,4.024724,35966.7127965608,2.9236897913107607e-06,1.6660931384340863e-07,1.1943835345181804e-06,1.1733986554053522e-06,3.8929828754381946e-07,10.49037694825042,2.923685517338093e-06,1.1733979669736886e-06
Qatar,2020,2794148.0,0.142752,0.008364,0.0,0.0,0.134388,36.56411,82149.3573715431,5.108963447891808e-08,2.993399061180725e-09,0.0,0.0,4.809623541773736e-08,11.31630647368776,5.108963317384275e-08,0.0
Romania,2020,19265250.0,24.605394000000004,1.733,6.945,15.380857,0.546537,3.8009787,34386.011734517,1.2771904854595712e-06,8.995471120281335e-08,3.6049363491260174e-07,7.983730810656493e-07,2.836905827850664e-08,10.44543420620849,1.2771896698524975e-06,7.983727623660306e-07
Russian Federation,2020,145245148.0,216.253199,1.86214,1.13802,212.43826,0.814779,11.15608,31490.8046875,1.4888841519167305e-06,1.2820669231580803e-08,7.835167065270917e-09,1.462618634255514e-06,5.60968136436475e-09,10.357482622313196,1.4888830435298217e-06,1.4626175646299225e-06
Saudi Arabia,2020,31552510.0,0.21299703,0.20730303,0.005694,0.0,0.0,19.879406,45434.4716451874,6.750557404149464e-09,6.5700963251418035e-09,1.8046107900766057e-10,0.0,0.0,10.724048392733375,6.750557381364451e-09,0.0
Singapore,2020,5685807.0,0.9799372,0.2951081,0.0,0.0,0.6848291,8.309455,101612.090327577,1.7234795342156355e-07,5.190258832211505e-08,0.0,0.0,1.204453650994485e-07,11.528927647633987,1.7234793856965672e-07,0.0
Slovenia,2020,2102419.0,5.585884,0.368196,0.006251,4.93406,0.277377,6.114485,41767.2579899958,2.656884284245909e-06,1.7512969584083858e-07,2.9732417753073957e-09,2.3468490343742136e-06,1.3193231225554943e-07,10.639891951809384,2.6568807547351104e-06,2.346846280528327e-06
Sweden,2020,10353442.0,112.024227,1.035,27.526217,72.28601,11.177,3.5448945,57489.2657196218,1.0819998508708504e-05,9.996675501731694e-08,2.658653711490343e-06,6.981833674250554e-06,1.0795443679502912e-06,10.959370920621298,1.0819939972946878e-05,6.981809301363272e-06
Thailand,2020,71641484.0,25.079966,5.031,3.22,4.539848,12.289118,3.7956147,19163.7415152349,3.5007602578416717e-07,7.02246759712571e-08,4.4946025964509617e-08,6.336898325556741e-08,1.7153634059283306e-07,9.860827490389232,3.5007596450756956e-07,6.336898124775348e-08
Turkmenistan,2020,6949912.0,0.0101417089999999,0.006979068,0.0,0.003162641,0.0,9.246278,15090.9394971778,1.4592571819614262e-09,1.0041951610322547e-09,0.0,4.5506202092918587e-10,0.0,9.62191607214281,1.4592571808967106e-09,4.5506202082564514e-10
Trinidad and Tobago,2020,1366725.0,0.006255,0.006228,2.7e-05,0.0,0.0,23.677786,26627.9558992201,4.576633924161774e-09,4.556878669812874e-09,1.975525434889974e-11,0.0,0.0,10.189754470349516,4.576633913688985e-09,0.0
Turkey,2020,83384680.0,128.360383,10.95018,24.828222,78.09437,14.487611,4.7963643,28680.2006288764,1.5393760940259052e-06,1.3132124510161818e-07,2.9775519915648774e-07,9.365553720419626e-07,1.7374427772583645e-07,10.263997156768863,1.5393749091877416e-06,9.36554933474254e-07
Ukraine,2020,44680014.0,16.952703,5.3692,3.2643,7.563803,0.7554,4.6290064,15541.02734375,3.794247468230426e-07,1.2017006082406332e-07,7.305951157490685e-08,1.6928828625702757e-07,1.6906888167044887e-08,9.651303075113283,3.7942467484149156e-07,1.6928827192776726e-07
United States,2020,331526933.0,830.49026,132.04141,341.35156,282.7805,74.31679,13.889589,64411.3731779373,2.5050461284845297e-06,3.9828260348307815e-07,1.0296344761829652e-06,8.52963882726234e-07,2.2416516609225228e-07,11.073061023730016,2.5050429908617167e-06,8.529635189527482e-07
Uzbekistan,2020,33586372.0,5.006062704,0.006845704,0.0,4.999217,0.0,3.2641847,8451.72505108114,1.4905041556736164e-07,2.0382386046340463e-10,0.0,1.4884659170689826e-07,0.0,9.042244159614299,1.4905040445934955e-07,1.4884658062924542e-07
World,2020,7856138789.5,7511.8756,854.9205,1594.6876,4359.4106,702.8569,4.453724,17725.7889789558,9.561790850792862e-07,1.0882197004241202e-07,2.0298617969063313e-07,5.54904987909137e-07,8.94659474371039e-08,9.782832276008584,9.561786279403562e-07,5.549048339494212e-07
South Africa,2020,60562381.0,13.9857,5.7,6.411,1.465,0.4097,7.16727,12671.0862436851,2.3093048471789772e-07,9.411783199210745e-08,1.0585779314059663e-07,2.4189934012006562e-08,6.764925573187091e-09,9.44715691987741,2.3093045805345742e-07,2.4189933719430113e-08
United Arab Emirates,2021,9575152.0,6.2527808,6.2523384,4.5e-05,0.0,0.0003974,22.08925,67401.1212950201,6.530215708325048e-07,6.529753679106086e-07,4.699664297757362e-12,0.0,4.150325759841724e-11,11.11843176962501,6.530213576140116e-07,0.0
Argentina,2021,45312281.0,37.0418423,2.202619,12.93755,19.648005,2.2536683,4.217578,26300.274261175,8.174790913748084e-07,4.860975769460822e-08,2.8551972477395257e-07,4.3361324052523425e-07,4.973636838101353e-08,10.177372667987392,8.174787572389581e-07,4.3361314651504024e-07
